crop,farm_size_ha,province,district,ward,planting_date,planting_month,yield_tonnes_per_ha,rainfall_planting_month,rainfall_1_month_before,rainfall_2_months_before,rainfall_3_months_before,rainfall_preplant_3m_total,rainfall_preplant_3m_mean,preplant_rain_months_available,soil_ph,soil_organic_carbon_g_kg,soil_nitrogen_g_kg,soil_clay_percent,soil_sand_percent,soil_silt_percent,ndvi_preplant_mean,ndvi_preplant_max,ndvi_preplant_min,ndvi_preplant_std,ndvi_preplant_median,ndvi_preplant_first,ndvi_preplant_last,ndvi_preplant_observations,ndvi_preplant_change
 Sunflower (for grain),1.0,Central,Mumbwa,NALUSANGA,2025-01-01,1,0.1389,221.142807006836,121.83206939697266,64.47087097167969,21.844711303710938,208.14765167236328,69.38255055745442,3,6.0,15.2,1.16,21.2,57.8,21.0,0.4559666666666666,0.5743,0.3211,0.1075542591749237,0.4614499999999999,0.3211,0.5545,6,0.2334
 Maize(for grain),1.0,Central,Mumbwa,MUMBA,2024-12-01,12,0.8625,121.83206939697266,64.47087097167969,21.844711303710938,,,,2,6.0,15.2,1.16,21.2,57.8,21.0,0.4017499999999999,0.5216,0.3211,0.0863523981523771,0.38215,0.3211,0.5216,4,0.2004999999999999
 Maize(for grain),1.0,Southern,Mazabuka,NEGA NEGA,2025-01-01,1,0.4025,243.2591552734375,79.08795166015625,63.63263702392578,23.30086326599121,166.02145195007324,55.34048398335775,3,6.3,16.9,1.02,24.3,51.5,24.2,0.3217166666666667,0.4329,0.2359,0.0882354898363842,0.29105,0.2359,0.4294,6,0.1935
 Maize(for grain),0.81,Eastern,Chadiza,TAFERANSONI,2024-11-01,11,0.9938271604938272,103.75537109375,16.97254180908203,,,,,1,5.9,16.0,1.07,19.4,65.9,14.7,0.2539,0.2614,0.2469,0.0072629195231669,0.2534,0.2469,0.2614,3,0.0145
 Soya beans (for grain),0.405,Eastern,Chadiza,TAFERANSONI,2024-11-01,11,2.425679012345679,103.75537109375,16.97254180908203,,,,,1,5.9,16.0,1.07,19.4,65.9,14.7,0.2539,0.2614,0.2469,0.0072629195231669,0.2534,0.2469,0.2614,3,0.0145
 Sunflower (for grain),0.405,Eastern,Chadiza,TAFERANSONI,2024-11-01,11,0.6859259259259258,103.75537109375,16.97254180908203,,,,,1,5.9,16.0,1.07,19.4,65.9,14.7,0.2539,0.2614,0.2469,0.0072629195231669,0.2534,0.2469,0.2614,3,0.0145
 Maize(for grain),0.25,Western,Mongu,IMWIKO,2024-10-01,10,0.23,15.446651458740234,,,,,,0,5.6,13.4,1.43,9.8,81.3,8.9,0.4266,0.4266,0.4266,0.0,0.4266,0.4266,0.4266,1,0.0
 Maize(for grain),0.25,Western,Shang'ombo,MAMBOLOMOKA,2024-11-01,11,0.92,47.85472869873047,14.470321655273438,,,,,1,6.0,13.9,1.44,22.5,68.1,9.4,0.3910333333333333,0.4221,0.3582,0.0319866117826401,0.3928,0.3582,0.4221,3,0.0638999999999999
 Finger Millet,0.75,Western,Shang'ombo,MAMBOLOMOKA,2024-10-01,10,0.082,14.470321655273438,,,,,,0,6.0,13.9,1.44,22.5,68.1,9.4,0.3582,0.3582,0.3582,0.0,0.3582,0.3582,0.3582,1,0.0
 Maize(for grain),0.5,Northern,Mpulungu,IYENDWE,2024-12-01,12,4.6,249.1080017089844,164.33499145507812,68.82347869873047,,,,2,5.5,20.1,1.52,26.0,57.4,16.6,0.7153333333333333,0.8048,0.6168,0.0943273731921616,0.7244,0.6168,0.8048,3,0.1879999999999999
 Maize(for grain),1.0,Southern,Gwembe,LUUMBO,2024-12-01,12,0.0,80.16019439697266,36.31627655029297,10.43460464477539,,,,2,6.5,18.1,1.32,17.8,62.2,20.0,0.25205,0.3039,0.2266,0.0355558246517594,0.23885,0.2266,0.2462,4,0.0196
 Sorghum(for grain),0.25,Southern,Gwembe,LUUMBO,2025-01-01,1,0.0,224.1846160888672,80.16019439697266,36.31627655029297,10.43460464477539,126.91107559204102,42.30369186401367,3,6.5,18.1,1.32,17.8,62.2,20.0,0.2920833333333333,0.4225,0.2266,0.0749598670400813,0.27505,0.2266,0.4225,6,0.1959
 Maize(for grain),1.215,Central,Kapiri Mposhi,MUTETESHI,2024-11-01,11,5.679012345679013,81.01092529296875,24.04169464111328,,,,,1,6.1,15.6,0.92,19.7,59.4,20.9,0.3430333333333333,0.3871,0.3101,0.0396889573223249,0.3319,0.3101,0.3871,3,0.077
 Sweet Potatoes (for tuber),0.125,Central,Kapiri Mposhi,MUTETESHI,2024-12-01,12,2.508,95.71442413330078,81.01092529296875,24.04169464111328,,,,2,6.1,15.6,0.92,19.7,59.4,20.9,0.356325,0.3962,0.3101,0.0419143869492723,0.3595,0.3101,0.3962,4,0.0861
 Groundnuts(unshelled),0.81,Central,Kapiri Mposhi,MUTETESHI,2024-11-01,11,0.1185185185185185,81.01092529296875,24.04169464111328,,,,,1,6.1,15.6,0.92,19.7,59.4,20.9,0.3430333333333333,0.3871,0.3101,0.0396889573223249,0.3319,0.3101,0.3871,3,0.077
 Maize(for grain),0.25,Copperbelt,Masaiti,KATUBA,2024-12-01,12,2.3,110.08627319335938,98.40072631835938,37.76605224609375,,,,2,5.9,18.5,1.33,22.2,55.0,22.8,0.4579,0.59,0.36,0.0970452128305839,0.4407999999999999,0.423,0.59,4,0.1669999999999999
 Maize(for grain),0.25,Northern,Nsama,NSUMBU,2024-11-01,11,0.0,181.19679260253903,51.19936752319336,,,,,1,5.7,19.4,1.23,24.0,57.7,18.2,0.5127333333333334,0.5692,0.4651,0.0526091563640145,0.5039,0.5039,0.5692,3,0.0653
 Groundnuts(unshelled),0.125,Northern,Nsama,NSUMBU,2024-11-01,11,0.76,181.19679260253903,51.19936752319336,,,,,1,5.7,19.4,1.23,24.0,57.7,18.2,0.5127333333333334,0.5692,0.4651,0.0526091563640145,0.5039,0.5039,0.5692,3,0.0653
 Maize(for grain),0.25,Central,Mumbwa,CHISALU,2025-01-01,1,4.6,221.142807006836,121.83206939697266,64.47087097167969,21.844711303710938,208.14765167236328,69.38255055745442,3,6.0,15.2,1.16,21.2,57.8,21.0,0.4559666666666666,0.5743,0.3211,0.1075542591749237,0.4614499999999999,0.3211,0.5545,6,0.2334
 Maize(for grain),1.0,Central,Mumbwa,CHISALU,2024-12-01,12,1.4375,121.83206939697266,64.47087097167969,21.844711303710938,,,,2,6.0,15.2,1.16,21.2,57.8,21.0,0.4017499999999999,0.5216,0.3211,0.0863523981523771,0.38215,0.3211,0.5216,4,0.2004999999999999
 Soya beans (for grain),0.25,Central,Mumbwa,CHISALU,2024-12-01,12,0.9824,121.83206939697266,64.47087097167969,21.844711303710938,,,,2,6.0,15.2,1.16,21.2,57.8,21.0,0.4017499999999999,0.5216,0.3211,0.0863523981523771,0.38215,0.3211,0.5216,4,0.2004999999999999
 Maize(for grain),0.5,Luapula,Mansa,CHILYAPA,2024-11-01,11,3.45,75.1615982055664,40.42757797241211,,,,,1,5.7,16.3,1.55,28.1,59.8,12.1,0.4581666666666666,0.5217,0.3918,0.0649963332299087,0.461,0.3918,0.5217,3,0.1299
 Maize(for grain),3.0,Northern,Mpulungu,MUMILA,2024-11-01,11,2.875,164.33499145507812,68.82347869873047,,,,,1,5.5,20.1,1.52,26.0,57.4,16.6,0.7153333333333333,0.8048,0.6168,0.0943273731921616,0.7244,0.6168,0.8048,3,0.1879999999999999
 Maize(for grain),0.5,Northern,Mpulungu,MUMILA,2024-12-01,12,4.025,249.1080017089844,164.33499145507812,68.82347869873047,,,,2,5.5,20.1,1.52,26.0,57.4,16.6,0.7153333333333333,0.8048,0.6168,0.0943273731921616,0.7244,0.6168,0.8048,3,0.1879999999999999
 Maize(for grain),0.5,Southern,Itezhi-Tezhi,BASANGA,2024-12-01,12,0.0,98.6934051513672,37.9119873046875,12.063690185546877,,,,2,5.8,14.0,1.17,21.9,54.2,23.9,0.2966999999999999,0.3137,0.2757,0.0176075741278197,0.2986999999999999,0.2757,0.2889,4,0.0131999999999999
 Maize(for grain),0.125,Luapula,Mwansabombwe,PEMBE,2024-12-01,12,1.38,195.24038696289065,150.810546875,83.12081146240234,,,,2,5.4,17.5,1.1,22.1,57.4,20.5,0.6133000000000001,0.6469,0.5575,0.0486592231750569,0.6355,0.5575,0.6469,3,0.0894
 Groundnuts(unshelled),0.375,Luapula,Mwansabombwe,PEMBE,2024-12-01,12,0.128,195.24038696289065,150.810546875,83.12081146240234,,,,2,5.4,17.5,1.1,22.1,57.4,20.5,0.6133000000000001,0.6469,0.5575,0.0486592231750569,0.6355,0.5575,0.6469,3,0.0894
 Maize(for grain),1.0,Central,Mkushi,NKULUMASHIBA,2024-11-01,11,2.9325,63.878150939941406,20.917314529418945,,,,,1,6.0,14.8,1.07,18.7,68.2,13.1,0.5191,0.6357,0.4398,0.1031390808568701,0.4818,0.4398,0.6357,3,0.1959
 Groundnuts(unshelled),0.25,Central,Mkushi,NKULUMASHIBA,2024-12-01,12,0.512,86.97457885742188,63.878150939941406,20.917314529418945,,,,2,6.0,14.8,1.07,18.7,68.2,13.1,0.5748,0.7419,0.4398,0.1396486304981183,0.5587500000000001,0.4398,0.7419,4,0.3021
 Maize(for grain),0.75,Western,Lukulu,KANG'OTI,2024-11-01,11,0.92,92.35746002197266,24.51470947265625,,,,,1,5.9,18.9,2.07,17.8,65.1,17.1,0.6069,0.695,0.485,0.1090038072729572,0.6407,0.485,0.695,3,0.2099999999999999
 Cow Peas (for grain),0.25,Western,Lukulu,KANG'OTI,2025-01-01,1,0.0,241.030502319336,150.52365112304688,92.35746002197266,24.51470947265625,267.3958206176758,89.13194020589192,3,5.9,18.9,2.07,17.8,65.1,17.1,0.6639600000000001,0.7593,0.485,0.109968872868644,0.695,0.485,0.7593,5,0.2743
 Groundnuts(unshelled),0.25,Western,Lukulu,KANG'OTI,2024-12-01,12,0.38,150.52365112304688,92.35746002197266,24.51470947265625,,,,2,5.9,18.9,2.07,17.8,65.1,17.1,0.640125,0.7398,0.485,0.1110712496553451,0.66785,0.485,0.7398,4,0.2548
 Maize(for grain),0.5,Lusaka,Chilanga,NAMALOMBWE,2024-12-01,12,0.805,85.5328140258789,62.5228271484375,17.16890525817871,,,,2,6.2,14.3,1.09,22.8,54.6,22.6,0.265475,0.3452,0.226,0.0539315229403608,0.24535,0.2445,0.3452,4,0.1007
 Maize(for grain),0.25,Northern,Kaputa,MWAWE,2024-11-01,11,0.46,145.46031188964844,53.27994918823242,,,,,1,5.5,19.4,1.14,23.5,62.2,14.4,0.5025333333333334,0.5438,0.4797,0.035805632703994,0.4841,0.4841,0.5438,3,0.0596999999999999
 Maize(for grain),0.30375,Muchinga,Mafinga,THENDERE,2025-01-01,1,1.7909465020576132,176.1953125,142.57269287109375,61.29127883911133,35.278499603271484,239.14247131347656,79.71415710449219,3,5.7,23.8,1.39,27.0,62.4,10.6,0.6126166666666666,0.7643,0.4329,0.1379728729376418,0.60505,0.5153,0.7643,6,0.249
 Mixed Beans (for grain),0.10125,Muchinga,Mafinga,THENDERE,2025-01-01,1,0.5348148148148149,176.1953125,142.57269287109375,61.29127883911133,35.278499603271484,239.14247131347656,79.71415710449219,3,5.7,23.8,1.39,27.0,62.4,10.6,0.6126166666666666,0.7643,0.4329,0.1379728729376418,0.60505,0.5153,0.7643,6,0.249
 Groundnuts(unshelled),0.10125,Muchinga,Mafinga,THENDERE,2025-01-01,1,0.474074074074074,176.1953125,142.57269287109375,61.29127883911133,35.278499603271484,239.14247131347656,79.71415710449219,3,5.7,23.8,1.39,27.0,62.4,10.6,0.6126166666666666,0.7643,0.4329,0.1379728729376418,0.60505,0.5153,0.7643,6,0.249
 Maize(for grain),1.62,Eastern,Sinda,MWANGAILA,2024-12-01,12,1.242283950617284,112.3748016357422,76.95016479492188,14.941022872924805,,,,2,6.2,16.1,1.34,18.1,65.9,16.0,0.303975,0.402,0.2568,0.0668891807394888,0.27855,0.2568,0.402,4,0.1452
 Sunflower (for grain),1.62,Eastern,Sinda,MWANGAILA,2025-01-01,1,0.4287037037037037,290.65533447265625,112.3748016357422,76.95016479492188,14.941022872924805,204.26598930358887,68.08866310119629,3,6.2,16.1,1.34,18.1,65.9,16.0,0.33365,0.402,0.2568,0.0692707369673515,0.3413,0.2568,0.3919,6,0.1351
 Maize(for grain),1.0,Central,Mkushi,TEMBWE,2024-12-01,12,1.725,86.97457885742188,63.878150939941406,20.917314529418945,,,,2,6.0,14.8,1.07,18.7,68.2,13.1,0.5748,0.7419,0.4398,0.1396486304981183,0.5587500000000001,0.4398,0.7419,4,0.3021
 Groundnuts(unshelled),0.25,Central,Mkushi,TEMBWE,2024-11-01,11,1.311,63.878150939941406,20.917314529418945,,,,,1,6.0,14.8,1.07,18.7,68.2,13.1,0.5191,0.6357,0.4398,0.1031390808568701,0.4818,0.4398,0.6357,3,0.1959
 Maize(for grain),1.25,Southern,Chikankata,CHAKANZA,2024-12-01,12,2.07,77.93820190429688,51.884708404541016,19.50069236755371,,,,2,6.4,13.8,1.03,15.4,55.9,28.6,0.337425,0.4311,0.2899,0.0654405264343128,0.31435,0.2899,0.4311,4,0.1412
 Maize(for grain),1.0,Southern,Chikankata,CHAKANZA,2025-01-01,1,0.01,267.2582397460937,77.93820190429688,51.884708404541016,19.50069236755371,149.3236026763916,49.77453422546387,3,6.4,13.8,1.03,15.4,55.9,28.6,0.3849333333333333,0.4808,0.2899,0.0893681524183345,0.3823999999999999,0.2899,0.4808,6,0.1909
 Maize(for grain),1.0,Southern,Chikankata,CHAKANZA,2024-12-01,12,2.3,77.93820190429688,51.884708404541016,19.50069236755371,,,,2,6.4,13.8,1.03,15.4,55.9,28.6,0.337425,0.4311,0.2899,0.0654405264343128,0.31435,0.2899,0.4311,4,0.1412
 Maize(for grain),0.405,Central,Kapiri Mposhi,MUTETESHI,2024-11-01,11,1.419753086419753,81.01092529296875,24.04169464111328,,,,,1,6.1,15.6,0.92,19.7,59.4,20.9,0.3430333333333333,0.3871,0.3101,0.0396889573223249,0.3319,0.3101,0.3871,3,0.077
 Maize(for grain),0.25,Western,Limulunga,NAMBOMA,2024-10-01,10,0.92,23.78813934326172,,,,,,0,5.5,18.9,1.25,13.8,74.1,12.1,0.4507,0.4507,0.4507,0.0,0.4507,0.4507,0.4507,1,0.0
 Maize(for grain),0.25,Western,Limulunga,NAMBOMA,2024-10-01,10,0.69,23.78813934326172,,,,,,0,5.5,18.9,1.25,13.8,74.1,12.1,0.4507,0.4507,0.4507,0.0,0.4507,0.4507,0.4507,1,0.0
 Maize(for grain),1.5,Northern,Nsama,NSUMBU,2024-12-01,12,1.15,202.4903717041016,181.19679260253903,51.19936752319336,,,,2,5.7,19.4,1.23,24.0,57.7,18.2,0.5479750000000001,0.6537,0.4651,0.0825411967847974,0.5365500000000001,0.5039,0.6537,4,0.1497999999999999
 Maize(for grain),0.5,Luapula,Mansa,MUCHINKA,2024-12-01,12,2.3,142.83001708984375,75.1615982055664,40.42757797241211,,,,2,5.7,16.3,1.55,28.1,59.8,12.1,0.4985,0.6195,0.3918,0.0965580654321533,0.49135,0.3918,0.6195,4,0.2277
 Rice,2.0,Luapula,Mansa,MUCHINKA,2024-11-01,11,1.3800031,75.1615982055664,40.42757797241211,,,,,1,5.7,16.3,1.55,28.1,59.8,12.1,0.4581666666666666,0.5217,0.3918,0.0649963332299087,0.461,0.3918,0.5217,3,0.1299
 Maize(for grain),1.0,Southern,Sinazongwe,MALIMA,2024-12-01,12,0.23,96.39926147460938,33.733642578125,9.599763870239258,,,,2,6.4,13.6,1.01,22.0,62.7,15.3,0.2334,0.2345,0.2323,0.0015556349186103,0.2334,0.2345,0.2323,2,-0.0021999999999999
 Maize(for grain),0.5,Southern,Sinazongwe,MALIMA,2024-12-01,12,0.2,96.39926147460938,33.733642578125,9.599763870239258,,,,2,6.4,13.6,1.01,22.0,62.7,15.3,0.2334,0.2345,0.2323,0.0015556349186103,0.2334,0.2345,0.2323,2,-0.0021999999999999
 Maize(for grain),3.5,Southern,Choma,SIAMAMBO,2024-11-01,11,5.175,60.78504180908203,12.921167373657228,,,,,1,5.8,12.0,0.91,13.8,71.7,14.5,0.3212666666666666,0.3248,0.319,0.0031005375877955,0.32,0.319,0.3248,3,0.0057999999999999
 Maize(for grain),1.5,Southern,Choma,SIAMAMBO,2024-12-01,12,4.5616666666666665,102.25801849365234,60.78504180908203,12.921167373657228,,,,2,5.8,12.0,0.91,13.8,71.7,14.5,0.3245,0.3342,0.319,0.0069445422215338,0.3224,0.319,0.3342,4,0.0151999999999999
 Cow Peas (for grain),0.25,Southern,Choma,SIAMAMBO,2024-12-01,12,0.2776,102.25801849365234,60.78504180908203,12.921167373657228,,,,2,5.8,12.0,0.91,13.8,71.7,14.5,0.3245,0.3342,0.319,0.0069445422215338,0.3224,0.319,0.3342,4,0.0151999999999999
 Maize(for grain),0.5,North Western,Mufumbwe,CHIZELA,2024-11-01,11,0.575,82.95779418945312,23.927698135375977,,,,,1,5.9,24.1,1.96,28.3,44.4,27.2,0.3656333333333333,0.4083,0.3213,0.0435239397726508,0.3673,0.3213,0.4083,3,0.087
 Maize(for grain),5.0,Central,Luano,NKOMASHI,2024-10-01,10,5.75,18.696521759033203,,,,,,0,6.1,17.2,1.1,19.0,65.5,15.5,0.329,0.329,0.329,0.0,0.329,0.329,0.329,1,0.0
 Soya beans (for grain),3.0,Central,Luano,NKOMASHI,2024-10-01,10,1.1461333333333332,18.696521759033203,,,,,,0,6.1,17.2,1.1,19.0,65.5,15.5,0.329,0.329,0.329,0.0,0.329,0.329,0.329,1,0.0
 Maize(for grain),0.81,Eastern,Nyimba,VIZIMUMBA,2025-01-01,1,0.8518518518518517,249.6048583984375,100.65531158447266,74.18803405761719,19.85343360900879,194.69677925109863,64.89892641703288,3,6.4,22.8,1.24,19.2,68.8,12.0,0.4474,0.6387,0.3258,0.1257095700414252,0.427,0.3258,0.6387,6,0.3129
 Soya beans (for grain),0.81,Eastern,Nyimba,VIZIMUMBA,2025-01-01,1,1.2128395061728394,249.6048583984375,100.65531158447266,74.18803405761719,19.85343360900879,194.69677925109863,64.89892641703288,3,6.4,22.8,1.24,19.2,68.8,12.0,0.4474,0.6387,0.3258,0.1257095700414252,0.427,0.3258,0.6387,6,0.3129
 Maize(for grain),0.5,Copperbelt,Kitwe,BUPE,2024-11-01,11,5.175,113.83121490478516,55.55698394775391,,,,,1,5.4,20.8,1.88,22.7,56.3,21.0,0.5183,0.638,0.4472,0.1042719041736555,0.4697,0.4472,0.638,3,0.1908
 Maize(for grain),1.62,Eastern,Chipangali,LUNKHUSWE,2024-12-01,12,3.407407407407407,105.349609375,91.82780456542967,26.51133346557617,,,,2,6.1,22.3,1.11,20.1,60.7,19.1,0.219925,0.2291,0.2073,0.0091222712815029,0.22165,0.2214,0.2291,4,0.0076999999999999
 Soya beans (for grain),1.215,Eastern,Chipangali,LUNKHUSWE,2024-12-01,12,1.2128395061728392,105.349609375,91.82780456542967,26.51133346557617,,,,2,6.1,22.3,1.11,20.1,60.7,19.1,0.219925,0.2291,0.2073,0.0091222712815029,0.22165,0.2214,0.2291,4,0.0076999999999999
 Sunflower (for grain),1.62,Eastern,Chipangali,LUNKHUSWE,2025-01-01,1,0.0,276.68096923828125,105.349609375,91.82780456542967,26.51133346557617,223.68874740600583,74.56291580200195,3,6.1,22.3,1.11,20.1,60.7,19.1,0.2278166666666666,0.2489,0.2073,0.0145132238550456,0.2254999999999999,0.2214,0.2383,6,0.0169
 Groundnuts(unshelled),0.002,Eastern,Chipangali,LUNKHUSWE,2024-12-01,12,0.7836586999999999,105.349609375,91.82780456542967,26.51133346557617,,,,2,6.1,22.3,1.11,20.1,60.7,19.1,0.219925,0.2291,0.2073,0.0091222712815029,0.22165,0.2214,0.2291,4,0.0076999999999999
 Tobacco (Burley),0.6075,Eastern,Chipangali,LUNKHUSWE,2024-11-01,11,0.0106995884773662,91.82780456542967,26.51133346557617,,,,,1,6.1,22.3,1.11,20.1,60.7,19.1,0.2168666666666666,0.2219,0.2073,0.0082887473922983,0.2214,0.2214,0.2073,3,-0.0141
 Maize(for grain),1.0,Southern,Choma,SIAMAMBO,2024-11-01,11,2.07,60.78504180908203,12.921167373657228,,,,,1,5.8,12.0,0.91,13.8,71.7,14.5,0.3212666666666666,0.3248,0.319,0.0031005375877955,0.32,0.319,0.3248,3,0.0057999999999999
 Maize(for grain),1.5,Lusaka,Chilanga,MWEMBESHI,2024-11-01,11,0.3066666666666667,62.5228271484375,17.16890525817871,,,,,1,6.2,14.3,1.09,22.8,54.6,22.6,0.2389,0.2462,0.226,0.0112040171367237,0.2445,0.2445,0.226,3,-0.0184999999999999
 Maize(for grain),0.405,Lusaka,Chilanga,MWEMBESHI,2024-11-01,11,4.117283950617284,62.5228271484375,17.16890525817871,,,,,1,6.2,14.3,1.09,22.8,54.6,22.6,0.2389,0.2462,0.226,0.0112040171367237,0.2445,0.2445,0.226,3,-0.0184999999999999
 Maize(for grain),0.75,Western,Kalabo,SISHEKANU,2024-10-01,10,0.1533333333333333,17.893606185913086,,,,,,0,5.5,19.2,1.19,14.4,74.4,11.3,0.3674,0.3674,0.3674,0.0,0.3674,0.3674,0.3674,1,0.0
 Maize(for grain),0.75,Western,Kalabo,SISHEKANU,2024-10-01,10,0.1533333333333333,17.893606185913086,,,,,,0,5.5,19.2,1.19,14.4,74.4,11.3,0.3674,0.3674,0.3674,0.0,0.3674,0.3674,0.3674,1,0.0
 Maize(for grain),1.0,Western,Kalabo,SISHEKANU,2024-11-01,11,0.115,96.6643295288086,17.893606185913086,,,,,1,5.5,19.2,1.19,14.4,74.4,11.3,0.4334666666666666,0.4796,0.3674,0.0586959396664993,0.4534,0.3674,0.4796,3,0.1122
 Maize(for grain),1.0,Copperbelt,Masaiti,LUANSOBE,2024-12-01,12,2.3,110.08627319335938,98.40072631835938,37.76605224609375,,,,2,5.9,18.5,1.33,22.2,55.0,22.8,0.4579,0.59,0.36,0.0970452128305839,0.4407999999999999,0.423,0.59,4,0.1669999999999999
 Maize(for grain),1.0,Copperbelt,Masaiti,LUANSOBE,2024-11-01,11,2.875,98.40072631835938,37.76605224609375,,,,,1,5.9,18.5,1.33,22.2,55.0,22.8,0.4138666666666666,0.4586,0.36,0.0499304850099949,0.423,0.423,0.4586,3,0.0356
 Soya beans (for grain),0.25,Copperbelt,Masaiti,LUANSOBE,2025-01-01,1,0.196,248.95797729492188,110.08627319335938,98.40072631835938,37.76605224609375,246.2530517578125,82.0843505859375,3,5.9,18.5,1.33,22.2,55.0,22.8,0.5258833333333333,0.6748,0.36,0.1296530202759144,0.5243,0.423,0.6489,6,0.2259
 Groundnuts(unshelled),1.0,Copperbelt,Masaiti,LUANSOBE,2024-11-01,11,0.32,98.40072631835938,37.76605224609375,,,,,1,5.9,18.5,1.33,22.2,55.0,22.8,0.4138666666666666,0.4586,0.36,0.0499304850099949,0.423,0.423,0.4586,3,0.0356
 Maize(for grain),5.0,Western,Mulobezi,MULOBEZI,2025-01-01,1,0.437,234.8366851806641,99.44703674316406,49.25531768798828,13.77311897277832,162.47547340393066,54.15849113464356,3,6.0,11.8,0.79,15.1,76.5,8.4,0.5354333333333333,0.6851,0.407,0.1159029364022614,0.52905,0.407,0.6851,6,0.2781
 Finger Millet,1.0,Western,Shang'ombo,MAMBOLOMOKA,2024-11-01,11,0.3075,47.85472869873047,14.470321655273438,,,,,1,6.0,13.9,1.44,22.5,68.1,9.4,0.3910333333333333,0.4221,0.3582,0.0319866117826401,0.3928,0.3582,0.4221,3,0.0638999999999999
 Maize(for grain),0.3125,Luapula,Samfya,CHIMANA,2024-11-01,11,1.84,69.5757827758789,29.270776748657227,,,,,1,,,,,,,-0.0855666666666666,0.0082,-0.15,0.0830791389780451,-0.1149,0.0082,-0.1149,3,-0.1231
 Maize(for grain),0.405,Muchinga,Mafinga,KALANGA,2024-12-01,12,2.1296296296296298,142.57269287109375,61.29127883911133,35.278499603271484,,,,2,5.7,23.8,1.39,27.0,62.4,10.6,0.5395749999999999,0.6777,0.4329,0.1018149096809172,0.5238499999999999,0.5153,0.4329,4,-0.0823999999999999
 Mixed Beans (for grain),0.2025,Muchinga,Mafinga,KALANGA,2025-01-01,1,0.7999999999999999,176.1953125,142.57269287109375,61.29127883911133,35.278499603271484,239.14247131347656,79.71415710449219,3,5.7,23.8,1.39,27.0,62.4,10.6,0.6126166666666666,0.7643,0.4329,0.1379728729376418,0.60505,0.5153,0.7643,6,0.249
 Sweet Potatoes (for tuber),0.2025,Muchinga,Mafinga,KALANGA,2025-01-01,1,2.064197530864197,176.1953125,142.57269287109375,61.29127883911133,35.278499603271484,239.14247131347656,79.71415710449219,3,5.7,23.8,1.39,27.0,62.4,10.6,0.6126166666666666,0.7643,0.4329,0.1379728729376418,0.60505,0.5153,0.7643,6,0.249
 Maize(for grain),2.0,Southern,Namwala,NGABO,2024-11-01,11,1.15,42.213897705078125,10.677263259887695,,,,,1,6.2,27.6,1.44,28.1,41.6,30.4,0.2707666666666666,0.2933,0.2338,0.0322692319916872,0.2852,0.2338,0.2933,3,0.0595
 Maize(for grain),0.75,Southern,Namwala,NGABO,2024-11-01,11,0.7666666666666666,42.213897705078125,10.677263259887695,,,,,1,6.2,27.6,1.44,28.1,41.6,30.4,0.2707666666666666,0.2933,0.2338,0.0322692319916872,0.2852,0.2338,0.2933,3,0.0595
 Mixed Beans (for grain),0.25,Southern,Namwala,NGABO,2024-11-01,11,0.0,42.213897705078125,10.677263259887695,,,,,1,6.2,27.6,1.44,28.1,41.6,30.4,0.2707666666666666,0.2933,0.2338,0.0322692319916872,0.2852,0.2338,0.2933,3,0.0595
 Maize(for grain),1.5,Central,Kapiri Mposhi,MUNGA,2024-11-01,11,0.9583333333333334,81.01092529296875,24.04169464111328,,,,,1,6.1,15.6,0.92,19.7,59.4,20.9,0.3430333333333333,0.3871,0.3101,0.0396889573223249,0.3319,0.3101,0.3871,3,0.077
 Soya beans (for grain),1.0,Central,Kapiri Mposhi,MUNGA,2024-11-01,11,0.9824,81.01092529296875,24.04169464111328,,,,,1,6.1,15.6,0.92,19.7,59.4,20.9,0.3430333333333333,0.3871,0.3101,0.0396889573223249,0.3319,0.3101,0.3871,3,0.077
 Maize(for grain),2.5,Eastern,Mambwe,MSORO,2024-12-01,12,0.2299999999999999,85.27687072753906,126.41258239746094,36.428199768066406,,,,2,6.1,15.4,1.11,18.6,65.6,15.8,0.350775,0.4388,0.2845,0.0734375641843691,0.3399,0.2963,0.4388,4,0.1425
 Soya beans (for grain),4.0,Eastern,Mambwe,MSORO,2025-01-01,1,0.307,301.4020080566406,85.27687072753906,126.41258239746094,36.428199768066406,248.1176528930664,82.7058842976888,3,6.1,15.4,1.11,18.6,65.6,15.8,0.4054833333333333,0.5154,0.2845,0.1020742360572278,0.41115,0.2963,0.5144,6,0.2180999999999999
 Seed Cotton,2.0,Eastern,Mambwe,MSORO,2024-12-01,12,0.375,85.27687072753906,126.41258239746094,36.428199768066406,,,,2,6.1,15.4,1.11,18.6,65.6,15.8,0.350775,0.4388,0.2845,0.0734375641843691,0.3399,0.2963,0.4388,4,0.1425
 Maize(for grain),0.25,Western,Mongu,NAKANYAA,2024-11-01,11,0.46,64.56555938720703,15.446651458740234,,,,,1,5.6,13.4,1.43,9.8,81.3,8.9,0.4440333333333333,0.4584,0.4266,0.0161202770861214,0.4471,0.4266,0.4471,3,0.0205
 Maize(for grain),0.25,Western,Mongu,NAKANYAA,2024-12-01,12,0.69,125.21049499511722,64.56555938720703,15.446651458740234,,,,2,5.6,13.4,1.43,9.8,81.3,8.9,0.4928,0.6391,0.4266,0.0984174442532081,0.45275,0.4266,0.6391,4,0.2125
